## ================================================================================================================
## Date de Création du fichier     : 2022-11-28
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Nom station                     : ST-MICHEL
## ----------------------------------------------------------------------------------------------------------------
## Longitude                       : -72.333         ; (Moron et al., 2015 [°W])
## Latitude                        : 19.367          ; (Moron et al., 2015 [°N])
## Données manquantes              :   3             ; [%]
## Pluies disponibles              : 1920-01-01      ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAA-MM-JJ]
## P                               : Pluie [mm/j]
## ================================================================================================================
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y
## ================================================================================================================

Date;	P
1930-06-07;	0
1930-06-08;	0
1930-06-09;	35.35
1930-06-10;	3
1930-06-11;	4
1930-06-12;	8.5
1930-06-13;	8
1930-06-14;	0
1930-06-15;	0
1930-06-16;	0
1930-06-17;	0
1930-06-18;	0
1930-06-19;	47.5
1930-06-20;	0
1930-06-21;	7.5
1930-06-22;	17.2
1930-06-23;	59.2
1930-06-24;	3
1930-06-25;	0
1930-06-26;	0
1930-06-27;	2.5
1930-06-28;	0
1930-06-29;	0
1930-06-30;	0
1930-07-01;	3
1930-07-02;	49.5
1930-07-03;	0
1930-07-04;	0
1930-07-05;	0
1930-07-06;	0
1930-07-07;	0
1930-07-08;	6
1930-07-09;	0
1930-07-10;	0
1930-07-11;	3
1930-07-12;	0
1930-07-13;	0
1930-07-14;	9.5
1930-07-15;	0
1930-07-16;	0
1930-07-17;	0
1930-07-18;	0
1930-07-19;	0
1930-07-20;	6
1930-07-21;	11.5
1930-07-22;	0
1930-07-23;	0
1930-07-24;	0
1930-07-25;	22
1930-07-26;	0
1930-07-27;	0
1930-07-28;	0
1930-07-29;	0
1930-07-30;	0
1930-07-31;	0
1930-08-01;	4.15
1930-08-02;	1.9
1930-08-03;	0
1930-08-04;	0
1930-08-05;	0
1930-08-06;	0
1930-08-07;	3.5
1930-08-08;	0.4
1930-08-09;	0
1930-08-10;	0
1930-08-11;	0
1930-08-12;	0
1930-08-13;	21.9
1930-08-14;	0.7
1930-08-15;	0
1930-08-16;	0
1930-08-17;	0
1930-08-18;	11.35
1930-08-19;	0
1930-08-20;	0
1930-08-21;	11
1930-08-22;	0
1930-08-23;	0
1930-08-24;	0
1930-08-25;	20.85
1930-08-26;	0
1930-08-27;	0
1930-08-28;	16.75
1930-08-29;	0
1930-08-30;	0
1930-08-31;	0
1930-09-01;	1.6
1930-09-02;	0
1930-09-03;	1.3
1930-09-04;	2
1930-09-05;	0
1930-09-06;	0
1930-09-07;	0
1930-09-08;	0
1930-09-09;	0
1930-09-10;	0
1930-09-11;	24.5
1930-09-12;	0
1930-09-13;	0
1930-09-14;	0
1930-09-15;	0
1930-09-16;	0
1930-09-17;	0
1930-09-18;	0
1930-09-19;	20
1930-09-20;	0
1930-09-21;	0
1930-09-22;	0
1930-09-23;	0
1930-09-24;	0
1930-09-25;	0
1930-09-26;	0
1930-09-27;	0
1930-09-28;	5.1
1930-09-29;	5
1930-09-30;	0
1930-10-01;	2.5
1930-10-02;	1.5
1930-10-03;	0
1930-10-04;	0
1930-10-05;	0
1930-10-06;	0
1930-10-07;	30.55
1930-10-08;	12
1930-10-09;	0
1930-10-10;	4.5
1930-10-11;	14
1930-10-12;	11
1930-10-13;	34.5
1930-10-14;	0
1930-10-15;	0
1930-10-16;	7.7
1930-10-17;	0
1930-10-18;	0
1930-10-19;	6
1930-10-20;	0
1930-10-21;	0
1930-10-22;	0
1930-10-23;	0
1930-10-24;	0
1930-10-25;	0
1930-10-26;	1.65
1930-10-27;	0.5
1930-10-28;	1
1930-10-29;	0
1930-10-30;	0
1930-10-31;	0
1930-11-01;	0
1930-11-02;	0
1930-11-03;	0
1930-11-04;	0
1930-11-05;	0
1930-11-06;	0
1930-11-07;	0
1930-11-08;	0
1930-11-09;	0.6
1930-11-10;	10.75
1930-11-11;	0
1930-11-12;	0
1930-11-13;	0
1930-11-14;	0
1930-11-15;	0
1930-11-16;	0
1930-11-17;	0
1930-11-18;	0
1930-11-19;	0
1930-11-20;	0
1930-11-21;	0
1930-11-22;	0
1930-11-23;	0
1930-11-24;	0
1930-11-25;	4.2
1930-11-26;	12.35
1930-11-27;	4.5
1930-11-28;	0
1930-11-29;	0
1930-11-30;	0
1930-12-01;	0
1930-12-02;	0
1930-12-03;	0
1930-12-04;	0
1930-12-05;	0
1930-12-06;	0
1930-12-07;	0
1930-12-08;	0
1930-12-09;	0
1930-12-10;	0
1930-12-11;	0
1930-12-12;	0
1930-12-13;	0
1930-12-14;	0
1930-12-15;	0
1930-12-16;	0
1930-12-17;	0
1930-12-18;	0
1930-12-19;	0
1930-12-20;	0
1930-12-21;	0
1930-12-22;	0
1930-12-23;	0
1930-12-24;	0
1930-12-25;	0
1930-12-26;	0
1930-12-27;	0
1930-12-28;	0
1930-12-29;	0
1930-12-30;	0
1930-12-31;	0
1931-01-01;	0
1931-01-02;	0
1931-01-03;	0
1931-01-04;	0
1931-01-05;	0
1931-01-06;	0
1931-01-07;	0
1931-01-08;	0
1931-01-09;	0.5
1931-01-10;	0
1931-01-11;	0
1931-01-12;	0
1931-01-13;	0
1931-01-14;	0
1931-01-15;	0
1931-01-16;	0
1931-01-17;	0
1931-01-18;	0
1931-01-19;	0
1931-01-20;	0
1931-01-21;	0
1931-01-22;	0
1931-01-23;	0
1931-01-24;	0
1931-01-25;	6.15
1931-01-26;	0
1931-01-27;	0
1931-01-28;	0
1931-01-29;	0.5
1931-01-30;	0
1931-01-31;	0
1931-02-01;	0
1931-02-02;	2
1931-02-03;	4
1931-02-04;	5.5
1931-02-05;	1
1931-02-06;	0
1931-02-07;	0
1931-02-08;	0
1931-02-09;	0
1931-02-10;	0
1931-02-11;	0
1931-02-12;	0
1931-02-13;	0
1931-02-14;	0
1931-02-15;	1.5
1931-02-16;	0
1931-02-17;	0
1931-02-18;	0
1931-02-19;	0
1931-02-20;	0
1931-02-21;	6.7
1931-02-22;	0
1931-02-23;	0
1931-02-24;	0
1931-02-25;	0
1931-02-26;	0
1931-02-27;	0
1931-02-28;	0
1931-03-01;	0
1931-03-02;	0
1931-03-03;	0
1931-03-04;	0.5
1931-03-05;	0
1931-03-06;	0
1931-03-07;	0
1931-03-08;	0
1931-03-09;	0
1931-03-10;	0
1931-03-11;	0
1931-03-12;	7.5
1931-03-13;	67.35
1931-03-14;	0
1931-03-15;	0
1931-03-16;	0
1931-03-17;	0
1931-03-18;	0
1931-03-19;	0
1931-03-20;	0
1931-03-21;	0
1931-03-22;	4
1931-03-23;	12.5
1931-03-24;	0
1931-03-25;	0
1931-03-26;	0
1931-03-27;	0
1931-03-28;	0
1931-03-29;	0
1931-03-30;	0
1931-03-31;	0
1931-04-01;	0
1931-04-02;	0
1931-04-03;	0
1931-04-04;	0
1931-04-05;	0
1931-04-06;	2
1931-04-07;	0
1931-04-08;	16.1
1931-04-09;	4
1931-04-10;	0
1931-04-11;	0
1931-04-12;	0
1931-04-13;	0
1931-04-14;	13.65
1931-04-15;	11
1931-04-16;	0
1931-04-17;	0.5
1931-04-18;	0
1931-04-19;	68.35
1931-04-20;	24.1
1931-04-21;	0
1931-04-22;	0
1931-04-23;	0
1931-04-24;	0
1931-04-25;	29.5
1931-04-26;	15.7
1931-04-27;	5.6
1931-04-28;	0.5
1931-04-29;	3.5
1931-04-30;	0
1931-05-01;	23.1
1931-05-02;	0
1931-05-03;	0
1931-05-04;	24.55
1931-05-05;	1
1931-05-06;	0
1931-05-07;	0
1931-05-08;	0
1931-05-09;	0
1931-05-10;	1.5
1931-05-11;	1
1931-05-12;	0
1931-05-13;	0
1931-05-14;	0
1931-05-15;	0
1931-05-16;	0
1931-05-17;	0
1931-05-18;	0
1931-05-19;	0
1931-05-20;	0
1931-05-21;	0
1931-05-22;	0
1931-05-23;	1
1931-05-24;	28
1931-05-25;	4
1931-05-26;	26.2
1931-05-27;	1.25
1931-05-28;	12.25
1931-05-29;	19
1931-05-30;	16.5
1931-05-31;	6.5
1931-06-01;	23.6
1931-06-02;	0
1931-06-03;	0
1931-06-04;	0
1931-06-05;	17.35
1931-06-06;	0
1931-06-07;	54.95
1931-06-08;	28
1931-06-09;	0
1931-06-10;	0
1931-06-11;	19.35
1931-06-12;	12.5
1931-06-13;	4
1931-06-14;	17.2
1931-06-15;	0
1931-06-16;	0
1931-06-17;	1.75
1931-06-18;	0
1931-06-19;	0
1931-06-20;	0
1931-06-21;	4.5
1931-06-22;	7.5
1931-06-23;	6.35
1931-06-24;	54
1931-06-25;	0
1931-06-26;	6.5
1931-06-27;	31.5
1931-06-28;	33.85
1931-06-29;	14
1931-06-30;	0
1931-07-01;	59.5
1931-07-02;	7.5
1931-07-03;	0
1931-07-04;	0
1931-07-05;	30
1931-07-06;	1
1931-07-07;	0
1931-07-08;	0
1931-07-09;	0
1931-07-10;	2
1931-07-11;	0
1931-07-12;	0
1931-07-13;	0
1931-07-14;	4
1931-07-15;	2.5
1931-07-16;	2
1931-07-17;	52
1931-07-18;	0
1931-07-19;	0
1931-07-20;	0
1931-07-21;	4
1931-07-22;	0
1931-07-23;	0
1931-07-24;	0
1931-07-25;	0
1931-07-26;	0
1931-07-27;	0
1931-07-28;	0
1931-07-29;	54
1931-07-30;	0
1931-07-31;	0
1931-08-01;	0
1931-08-02;	0
1931-08-03;	0
1931-08-04;	2
1931-08-05;	2
1931-08-06;	0
1931-08-07;	0
1931-08-08;	0
1931-08-09;	0
1931-08-10;	0
1931-08-11;	0
1931-08-12;	0.1
1931-08-13;	0
1931-08-14;	0
1931-08-15;	0
1931-08-16;	27
1931-08-17;	0
1931-08-18;	48
1931-08-19;	0
1931-08-20;	0
1931-08-21;	0
1931-08-22;	0
1931-08-23;	0
1931-08-24;	0
1931-08-25;	0
1931-08-26;	0
1931-08-27;	3
1931-08-28;	0
1931-08-29;	0
1931-08-30;	0
1931-08-31;	0
1931-09-01;	2
1931-09-02;	3
1931-09-03;	1
1931-09-04;	28
1931-09-05;	2.75
1931-09-06;	0
1931-09-07;	0
1931-09-08;	9.25
1931-09-09;	0
1931-09-10;	0
1931-09-11;	4
1931-09-12;	11.25
1931-09-13;	17.5
1931-09-14;	0
1931-09-15;	0
1931-09-16;	0
1931-09-17;	0
1931-09-18;	0
1931-09-19;	8
1931-09-20;	3
1931-09-21;	11.5
1931-09-22;	0
1931-09-23;	0
1931-09-24;	0
1931-09-25;	17
1931-09-26;	38
1931-09-27;	9
1931-09-28;	0
1931-09-29;	2.05
1931-09-30;	0
1931-10-01;	0
1931-10-02;	7
1931-10-03;	0
1931-10-04;	26.6
1931-10-05;	0
1931-10-06;	5.5
1931-10-07;	1
1931-10-08;	0
1931-10-09;	2
1931-10-10;	5
1931-10-11;	25
1931-10-12;	5
1931-10-13;	7.5
1931-10-14;	2.6
1931-10-15;	0
1931-10-16;	12.8
1931-10-17;	0.5
1931-10-18;	0
1931-10-19;	0
1931-10-20;	0
1931-10-21;	1
1931-10-22;	38.7
1931-10-23;	0
1931-10-24;	0
1931-10-25;	0
1931-10-26;	0
1931-10-27;	1.5
1931-10-28;	1.1
1931-10-29;	5.6
1931-10-30;	0
1931-10-31;	0
1931-11-01;	18.5
1931-11-02;	16.4
1931-11-03;	11.1
1931-11-04;	16.5
1931-11-05;	14.1
1931-11-06;	33.8
1931-11-07;	2
1931-11-08;	6.25
1931-11-09;	5.05
1931-11-10;	0
1931-11-11;	0
1931-11-12;	0
1931-11-13;	0
1931-11-14;	0
1931-11-15;	0
1931-11-16;	0
1931-11-17;	0
1931-11-18;	0
1931-11-19;	0
1931-11-20;	1
1931-11-21;	3.05
1931-11-22;	0
1931-11-23;	0
1931-11-24;	0
1931-11-25;	0
1931-11-26;	0
1931-11-27;	0
1931-11-28;	0
1931-11-29;	0
1931-11-30;	0
1931-12-01;	0
1931-12-02;	0
1931-12-03;	0
1931-12-04;	0
1931-12-05;	0
1931-12-06;	0
1931-12-07;	0
1931-12-08;	0
1931-12-09;	0
1931-12-10;	0
1931-12-11;	0
1931-12-12;	0
1931-12-13;	0
1931-12-14;	0
1931-12-15;	0
1931-12-16;	0
1931-12-17;	0
1931-12-18;	0
1931-12-19;	0
1931-12-20;	0
1931-12-21;	0
1931-12-22;	0
1931-12-23;	0
1931-12-24;	0
1931-12-25;	0
1931-12-26;	0
1931-12-27;	0
1931-12-28;	0
1931-12-29;	0
1931-12-30;	0
1931-12-31;	0
1932-01-01;	0
1932-01-02;	0
1932-01-03;	0
1932-01-04;	0
1932-01-05;	0
1932-01-06;	0
1932-01-07;	0
1932-01-08;	2.4
1932-01-09;	0
1932-01-10;	0
1932-01-11;	0
1932-01-12;	0
1932-01-13;	0
1932-01-14;	0
1932-01-15;	3
1932-01-16;	0
1932-01-17;	0
1932-01-18;	0
1932-01-19;	0
1932-01-20;	0
1932-01-21;	0
1932-01-22;	0
1932-01-23;	0
1932-01-24;	0
1932-01-25;	0
1932-01-26;	0
1932-01-27;	0
1932-01-28;	0
1932-01-29;	0
1932-01-30;	0
1932-01-31;	0
1932-02-01;	0
1932-02-02;	0
1932-02-03;	0
1932-02-04;	0
1932-02-05;	0
1932-02-06;	0
1932-02-07;	0
1932-02-08;	0
1932-02-09;	0
1932-02-10;	0
1932-02-11;	0
1932-02-12;	0
1932-02-13;	0
1932-02-14;	0
1932-02-15;	0
1932-02-16;	0
1932-02-17;	0
1932-02-18;	0
1932-02-19;	0
1932-02-20;	0
1932-02-21;	0
1932-02-22;	0
1932-02-23;	0
1932-02-24;	0
1932-02-25;	0
1932-02-26;	0
1932-02-27;	0
1932-02-28;	0.1
1932-02-29;	0
1932-03-01;	0
1932-03-02;	0
1932-03-03;	0
1932-03-04;	0
1932-03-05;	0
1932-03-06;	0
1932-03-07;	0
1932-03-08;	0.5
1932-03-09;	0
1932-03-10;	0
1932-03-11;	0
1932-03-12;	0
1932-03-13;	0
1932-03-14;	0
1932-03-15;	0
1932-03-16;	0
1932-03-17;	0
1932-03-18;	0
1932-03-19;	0
1932-03-20;	0
1932-03-21;	0
1932-03-22;	0
1932-03-23;	0
1932-03-24;	0
1932-03-25;	0.5
1932-03-26;	0
1932-03-27;	0
1932-03-28;	0
1932-03-29;	0
1932-03-30;	0.75
1932-03-31;	0
1932-04-01;	0
1932-04-02;	0
1932-04-03;	0
1932-04-04;	0
1932-04-05;	0
1932-04-06;	23.5
1932-04-07;	0
1932-04-08;	0
1932-04-09;	0
1932-04-10;	0
1932-04-11;	7
1932-04-12;	12.6
1932-04-13;	18
1932-04-14;	0
1932-04-15;	0
1932-04-16;	0
1932-04-17;	2
1932-04-18;	0
1932-04-19;	4.85
1932-04-20;	0
1932-04-21;	0
1932-04-22;	0
1932-04-23;	0
1932-04-24;	0
1932-04-25;	60
1932-04-26;	0
1932-04-27;	29.6
1932-04-28;	0
1932-04-29;	4.2
1932-04-30;	62.2
1932-05-01;	6.7
1932-05-02;	55.25
1932-05-03;	14.55
1932-05-04;	17.1
1932-05-05;	14.1
1932-05-06;	29.05
1932-05-07;	0
1932-05-08;	0
1932-05-09;	0
1932-05-10;	0
1932-05-11;	0
1932-05-12;	1
1932-05-13;	7.45
1932-05-14;	7
1932-05-15;	78
1932-05-16;	13.85
1932-05-17;	2.95
1932-05-18;	1.75
1932-05-19;	0.7
1932-05-20;	9
1932-05-21;	13.35
1932-05-22;	2.5
1932-05-23;	6
1932-05-24;	6.55
1932-05-25;	0
1932-05-26;	1
1932-05-27;	0
1932-05-28;	7.75
1932-05-29;	7.05
1932-05-30;	12.35
1932-05-31;	23.2
1932-06-01;	48.2
1932-06-02;	16.1
1932-06-03;	0
1932-06-04;	0
1932-06-05;	5.5
1932-06-06;	6
1932-06-07;	0
1932-06-08;	16.5
1932-06-09;	0
1932-06-10;	0
1932-06-11;	0
1932-06-12;	4.5
1932-06-13;	4.75
1932-06-14;	0
1932-06-15;	3
1932-06-16;	3.5
1932-06-17;	0
1932-06-18;	18
1932-06-19;	53.85
1932-06-20;	46.7
1932-06-21;	7.5
1932-06-22;	0
1932-06-23;	21
1932-06-24;	18.35
1932-06-25;	0
1932-06-26;	0
1932-06-27;	0
1932-06-28;	0
1932-06-29;	0
1932-06-30;	0
1932-07-01;	0
1932-07-02;	0
1932-07-03;	0.5
1932-07-04;	0.5
1932-07-05;	0
1932-07-06;	0
1932-07-07;	1.25
1932-07-08;	0
1932-07-09;	32.5
1932-07-10;	11.35
1932-07-11;	0
1932-07-12;	0
1932-07-13;	17.35
1932-07-14;	7.05
1932-07-15;	0
1932-07-16;	0
1932-07-17;	0
1932-07-18;	0.1
1932-07-19;	0
1932-07-20;	0
1932-07-21;	8
1932-07-22;	0
1932-07-23;	0
1932-07-24;	6.3
1932-07-25;	8.5
1932-07-26;	5.5
1932-07-27;	0
1932-07-28;	6
1932-07-29;	0
1932-07-30;	2
1932-07-31;	0
1932-08-01;	0
1932-08-02;	0
1932-08-03;	0
1932-08-04;	9
1932-08-05;	22
1932-08-06;	0
1932-08-07;	0
1932-08-08;	0
1932-08-09;	35.5
1932-08-10;	12
1932-08-11;	0
1932-08-12;	0
1932-08-13;	0
1932-08-14;	0
1932-08-15;	0
1932-08-16;	0
1932-08-17;	0
1932-08-18;	6
1932-08-19;	0
1932-08-20;	0
1932-08-21;	0
1932-08-22;	0
1932-08-23;	8
1932-08-24;	0
1932-08-25;	0
1932-08-26;	38
1932-08-27;	2
1932-08-28;	10
1932-08-29;	44
1932-08-30;	0
1932-08-31;	0
1932-09-01;	0
1932-09-02;	16.7
1932-09-03;	22.05
1932-09-04;	41.6
1932-09-05;	1.65
1932-09-06;	0
1932-09-07;	0
1932-09-08;	0
1932-09-09;	0
1932-09-10;	0
1932-09-11;	1
1932-09-12;	0
1932-09-13;	0.65
1932-09-14;	0
1932-09-15;	0
1932-09-16;	0
1932-09-17;	0
1932-09-18;	0
1932-09-19;	0
1932-09-20;	2
1932-09-21;	7
1932-09-22;	21
1932-09-23;	7.25
1932-09-24;	21
1932-09-25;	0
1932-09-26;	0
1932-09-27;	0
1932-09-28;	0
1932-09-29;	0
1932-09-30;	0
1932-10-01;	0
1932-10-02;	4.5
1932-10-03;	0
1932-10-04;	0.5
1932-10-05;	0
1932-10-06;	0
1932-10-07;	0
1932-10-08;	1
1932-10-09;	2
1932-10-10;	2.45
1932-10-11;	8.5
1932-10-12;	20.5
1932-10-13;	2
1932-10-14;	0
1932-10-15;	0
1932-10-16;	0
1932-10-17;	0
1932-10-18;	45.5
1932-10-19;	0.5
1932-10-20;	0
1932-10-21;	8.4
1932-10-22;	0
1932-10-23;	18.65
1932-10-24;	0
1932-10-25;	0
1932-10-26;	0
1932-10-27;	0
1932-10-28;	0
1932-10-29;	0
1932-10-30;	0
1932-10-31;	0
1932-11-01;	0
1932-11-02;	0.5
1932-11-03;	0
1932-11-04;	0
1932-11-05;	0
1932-11-06;	0
1932-11-07;	0
1932-11-08;	0
1932-11-09;	0
1932-11-10;	9
1932-11-11;	0
1932-11-12;	0
1932-11-13;	11
1932-11-14;	48.5
1932-11-15;	4.65
1932-11-16;	0
1932-11-17;	0
1932-11-18;	0
1932-11-19;	0
1932-11-20;	0
1932-11-21;	5.75
1932-11-22;	0
1932-11-23;	0
1932-11-24;	0
1932-11-25;	0
1932-11-26;	0
1932-11-27;	0
1932-11-28;	1.15
1932-11-29;	0
1932-11-30;	0
1932-12-01;	2.25
1932-12-02;	0.25
1932-12-03;	0
1932-12-04;	0
1932-12-05;	0
1932-12-06;	0.65
1932-12-07;	0
1932-12-08;	0.15
1932-12-09;	0
1932-12-10;	0
1932-12-11;	0
1932-12-12;	0
1932-12-13;	0
1932-12-14;	0
1932-12-15;	0
1932-12-16;	0
1932-12-17;	0
1932-12-18;	0
1932-12-19;	0
1932-12-20;	0
1932-12-21;	0
1932-12-22;	0
1932-12-23;	0
1932-12-24;	0
1932-12-25;	0
1932-12-26;	0
1932-12-27;	0
1932-12-28;	0
1932-12-29;	0
1932-12-30;	0
1932-12-31;	0
1933-01-01;	0
1933-01-02;	0
1933-01-03;	0
1933-01-04;	0
1933-01-05;	0
1933-01-06;	0
1933-01-07;	0
1933-01-08;	0
1933-01-09;	0
1933-01-10;	0
1933-01-11;	0
1933-01-12;	0
1933-01-13;	0
1933-01-14;	0
1933-01-15;	0
1933-01-16;	0
1933-01-17;	0
1933-01-18;	0
1933-01-19;	0
1933-01-20;	0
1933-01-21;	0
1933-01-22;	0
1933-01-23;	0
1933-01-24;	0
1933-01-25;	0
1933-01-26;	0
1933-01-27;	0
1933-01-28;	0
1933-01-29;	0
1933-01-30;	0
1933-01-31;	0
1933-02-01;	0
1933-02-02;	0
1933-02-03;	0
1933-02-04;	0
1933-02-05;	0
1933-02-06;	0
1933-02-07;	0
1933-02-08;	0
1933-02-09;	0
1933-02-10;	0
1933-02-11;	0
1933-02-12;	0
1933-02-13;	0
1933-02-14;	0
1933-02-15;	0
1933-02-16;	0
1933-02-17;	0
1933-02-18;	0
1933-02-19;	0
1933-02-20;	0
1933-02-21;	0
1933-02-22;	0
1933-02-23;	0
1933-02-24;	0
1933-02-25;	0
1933-02-26;	0
1933-02-27;	0
1933-02-28;	0
1933-03-01;	0
1933-03-02;	0
1933-03-03;	0
1933-03-04;	0
1933-03-05;	0
1933-03-06;	0
1933-03-07;	0
1933-03-08;	0
1933-03-09;	24.1
1933-03-10;	0
1933-03-11;	0
1933-03-12;	0
1933-03-13;	0
1933-03-14;	0.75
1933-03-15;	0
1933-03-16;	0
1933-03-17;	0
1933-03-18;	0
1933-03-19;	0
1933-03-20;	0
1933-03-21;	0
1933-03-22;	0
1933-03-23;	0
1933-03-24;	0
1933-03-25;	0
1933-03-26;	0
1933-03-27;	0
1933-03-28;	0
1933-03-29;	0
1933-03-30;	0
1933-03-31;	0
1933-04-01;	16.3
1933-04-02;	3.75
1933-04-03;	15.15
1933-04-04;	0
1933-04-05;	0
1933-04-06;	0
1933-04-07;	0
1933-04-08;	0
1933-04-09;	0
1933-04-10;	3
1933-04-11;	2.2
1933-04-12;	0
1933-04-13;	0
1933-04-14;	0
1933-04-15;	0
1933-04-16;	0
1933-04-17;	0
1933-04-18;	0
1933-04-19;	0
1933-04-20;	0
1933-04-21;	0
1933-04-22;	0
1933-04-23;	0
1933-04-24;	0
1933-04-25;	0
1933-04-26;	0
1933-04-27;	3.6
1933-04-28;	0
1933-04-29;	0
1933-04-30;	0
1933-05-01;	0
1933-05-02;	0
1933-05-03;	0
1933-05-04;	0
1933-05-05;	9.1
1933-05-06;	0
1933-05-07;	0
1933-05-08;	0
1933-05-09;	0
1933-05-10;	0
1933-05-11;	0
1933-05-12;	0
1933-05-13;	0
1933-05-14;	0
1933-05-15;	0
1933-05-16;	0
1933-05-17;	22.05
1933-05-18;	2.35
1933-05-19;	20
1933-05-20;	0
1933-05-21;	19.15
1933-05-22;	1.6
1933-05-23;	1.5
1933-05-24;	4.2
1933-05-25;	0
1933-05-26;	3.5
1933-05-27;	2
1933-05-28;	7.9
1933-05-29;	0
1933-05-30;	19
1933-05-31;	24
1933-06-01;	0
1933-06-02;	0
1933-06-03;	57.4
1933-06-04;	0
1933-06-05;	4.35
1933-06-06;	56.8
1933-06-07;	42.25
1933-06-08;	4.5
1933-06-09;	5.9
1933-06-10;	19.6
1933-06-11;	5.5
1933-06-12;	2.15
1933-06-13;	0
1933-06-14;	6
1933-06-15;	24
1933-06-16;	16
1933-06-17;	9.5
1933-06-18;	18.5
1933-06-19;	4.2
1933-06-20;	0
1933-06-21;	0
1933-06-22;	0
1933-06-23;	0
1933-06-24;	0
1933-06-25;	0
1933-06-26;	0
1933-06-27;	0
1933-06-28;	3.35
1933-06-29;	3.25
1933-06-30;	0
1933-07-01;	0
1933-07-02;	3.25
1933-07-03;	42
1933-07-04;	0.65
1933-07-05;	0.4
1933-07-06;	0
1933-07-07;	15.75
1933-07-08;	0
1933-07-09;	0
1933-07-10;	3.25
1933-07-11;	1.9
1933-07-12;	0
1933-07-13;	0
1933-07-14;	0
1933-07-15;	0
1933-07-16;	13
1933-07-17;	19.1
1933-07-18;	0
1933-07-19;	0
1933-07-20;	0
1933-07-21;	0
1933-07-22;	0
1933-07-23;	0
1933-07-24;	0
1933-07-25;	0
1933-07-26;	0
1933-07-27;	2
1933-07-28;	0
1933-07-29;	0
1933-07-30;	0
1933-07-31;	0
1933-08-01;	35
1933-08-02;	0
1933-08-03;	0
1933-08-04;	0
1933-08-05;	0
1933-08-06;	4
1933-08-07;	8
1933-08-08;	0
1933-08-09;	0
1933-08-10;	31
1933-08-11;	0
1933-08-12;	0
1933-08-13;	13
1933-08-14;	5
1933-08-15;	0
1933-08-16;	0
1933-08-17;	0
1933-08-18;	0
1933-08-19;	0
1933-08-20;	0
1933-08-21;	3
1933-08-22;	0
1933-08-23;	18.5
1933-08-24;	26.5
1933-08-25;	9.7
1933-08-26;	2.8
1933-08-27;	6
1933-08-28;	0
1933-08-29;	0
1933-08-30;	0
1933-08-31;	16
1933-09-01;	0
1933-09-02;	12.5
1933-09-03;	0
1933-09-04;	0
1933-09-05;	0
1933-09-06;	2.3
1933-09-07;	11
1933-09-08;	0
1933-09-09;	0
1933-09-10;	0
1933-09-11;	19.3
1933-09-12;	0
1933-09-13;	0
1933-09-14;	24.6
1933-09-15;	15.1
1933-09-16;	18.75
1933-09-17;	2.15
1933-09-18;	0
1933-09-19;	4.35
1933-09-20;	36
1933-09-21;	2.85
1933-09-22;	0
1933-09-23;	0.5
1933-09-24;	0
1933-09-25;	43.05
1933-09-26;	0
1933-09-27;	0
1933-09-28;	5
1933-09-29;	6.95
1933-09-30;	9.85
1933-10-01;	45.25
1933-10-02;	2.6
1933-10-03;	1
1933-10-04;	0
1933-10-05;	3.75
1933-10-06;	20.25
1933-10-07;	5.25
1933-10-08;	13.75
1933-10-09;	7.5
1933-10-10;	0
1933-10-11;	0
1933-10-12;	0
1933-10-13;	0
1933-10-14;	40.5
1933-10-15;	4.1
1933-10-16;	0
1933-10-17;	0
1933-10-18;	0
1933-10-19;	0
1933-10-20;	0
1933-10-21;	0
1933-10-22;	2.5
1933-10-23;	0
1933-10-24;	14.75
1933-10-25;	12.1
1933-10-26;	1.75
1933-10-27;	4.6
1933-10-28;	0
1933-10-29;	1.15
1933-10-30;	7.6
1933-10-31;	1.5
1933-11-01;	5.25
1933-11-02;	0
1933-11-03;	0
1933-11-04;	0
1933-11-05;	0
1933-11-06;	1
1933-11-07;	0.65
1933-11-08;	0
1933-11-09;	2
1933-11-10;	0.9
1933-11-11;	0.75
1933-11-12;	16.5
1933-11-13;	21.3
1933-11-14;	7.25
1933-11-15;	5.5
1933-11-16;	1.7
1933-11-17;	0
1933-11-18;	0
1933-11-19;	0
1933-11-20;	0
1933-11-21;	0.65
1933-11-22;	0
1933-11-23;	0
1933-11-24;	0
1933-11-25;	0
1933-11-26;	0
1933-11-27;	0
1933-11-28;	0.4
1933-11-29;	0
1933-11-30;	0
1933-12-01;	0
1933-12-02;	0
1933-12-03;	0
1933-12-04;	0
1933-12-05;	0
1933-12-06;	0
1933-12-07;	0
1933-12-08;	0
1933-12-09;	0
1933-12-10;	0
1933-12-11;	0
1933-12-12;	0
1933-12-13;	0
1933-12-14;	0
1933-12-15;	0
1933-12-16;	0
1933-12-17;	0
1933-12-18;	0
1933-12-19;	0
1933-12-20;	0
1933-12-21;	0
1933-12-22;	0
1933-12-23;	0
1933-12-24;	0
