## ================================================================================================================		
## Date de Création du fichier     : 2022-11-28		
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial		
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)	
## Entité                          : URGEO - GEOAZUR - INRAE		
## ================================================================================================================		
## Nom station                     : MIREBALAIS		
## ----------------------------------------------------------------------------------------------------------------		
## Longitude                       : -72.117         	 (Moron et al., 2015 [°W])	
## Latitude                        : 18.833          	 (Moron et al., 2015 [°N])	
## Données manquantes              :   2             	 [%]	
## Pluies disponibles              : 1920-01-01      	 1940-12-31	
## ================================================================================================================		
## Champs----------------------------------------------------------------------------------------------------------		
## Date                            : date [AAAA-MM-JJ]		
## P                               : Pluie [mm/j]		
## ================================================================================================================		
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of		
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y		
## ================================================================================================================		
		
Date		P
12/03/1931		7.3
13/03/1931		0
14/03/1931		0
15/03/1931		0
16/03/1931		0
17/03/1931		0
18/03/1931		18.3
19/03/1931		0
20/03/1931		0
21/03/1931		0
22/03/1931		0
23/03/1931		0
24/03/1931		0
25/03/1931		0
26/03/1931		0
27/03/1931		0
28/03/1931		0
29/03/1931		0
30/03/1931		0
31/03/1931		0
01/04/1931		25.2
02/04/1931		9.3
03/04/1931		20.2
04/04/1931		0
05/04/1931		0
06/04/1931		41.3
07/04/1931		14.4
08/04/1931		35.2
09/04/1931		43.4
10/04/1931		54.5
11/04/1931		0
12/04/1931		48.3
13/04/1931		35.2
14/04/1931		16.3
15/04/1931		9.4
16/04/1931		32.3
17/04/1931		0
18/04/1931		0
19/04/1931		47.5
20/04/1931		15.3
21/04/1931		17.4
22/04/1931		23.3
23/04/1931		0
24/04/1931		27.2
25/04/1931		83.5
26/04/1931		42.3
27/04/1931		0
28/04/1931		64.3
29/04/1931		32.5
30/04/1931		28.2
01/05/1931		71.4
02/05/1931		14.3
03/05/1931		37.1
04/05/1931		5.3
05/05/1931		34.5
06/05/1931		0
07/05/1931		14.3
08/05/1931		0
09/05/1931		0
10/05/1931		24.2
11/05/1931		32.3
12/05/1931		0
13/05/1931		10.2
14/05/1931		17.4
15/05/1931		8.3
16/05/1931		0
17/05/1931		34.2
18/05/1931		49.4
19/05/1931		45.3
20/05/1931		9.5
21/05/1931		34.3
22/05/1931		7.2
23/05/1931		37.3
24/05/1931		82.3
25/05/1931		56.5
26/05/1931		9.3
27/05/1931		35.2
28/05/1931		8.2
29/05/1931		65.4
30/05/1931		14.2
31/05/1931		0
01/06/1931		0
02/06/1931		56.4
03/06/1931		0
04/06/1931		28.3
05/06/1931		45.4
06/06/1931		0
07/06/1931		37.2
08/06/1931		74.5
09/06/1931		0
10/06/1931		47.3
11/06/1931		28.4
12/06/1931		23.5
13/06/1931		10.4
14/06/1931		0
15/06/1931		0
16/06/1931		11.2
17/06/1931		0
18/06/1931		0
19/06/1931		0
20/06/1931		26.3
21/06/1931		0
22/06/1931		30.2
23/06/1931		35.4
24/06/1931		17.3
25/06/1931		16.5
26/06/1931		47.3
27/06/1931		17.5
28/06/1931		35.3
29/06/1931		46.2
30/06/1931		42.3
01/07/1931		14.4
02/07/1931		0
03/07/1931		0
04/07/1931		0
05/07/1931		21.3
06/07/1931		38.4
07/07/1931		53.2
08/07/1931		14.5
09/07/1931		0
10/07/1931		0
11/07/1931		0
12/07/1931		0
13/07/1931		15.3
14/07/1931		0
15/07/1931		0
16/07/1931		0
17/07/1931		31
18/07/1931		34.3
19/07/1931		0
20/07/1931		0
21/07/1931		0
22/07/1931		0
23/07/1931		0
24/07/1931		0
25/07/1931		0
26/07/1931		0
27/07/1931		0
28/07/1931		0
29/07/1931		0
30/07/1931		0
31/07/1931		16.2
01/08/1931		0
02/08/1931		0
03/08/1931		25.3
04/08/1931		17.4
05/08/1931		38.3
06/08/1931		0
07/08/1931		11.2
08/08/1931		22.3
09/08/1931		0
10/08/1931		0
11/08/1931		24.2
12/08/1931		32.5
13/08/1931		17.3
14/08/1931		16.4
15/08/1931		23.3
16/08/1931		46.5
17/08/1931		0
18/08/1931		27.2
19/08/1931		0
20/08/1931		0
21/08/1931		0
22/08/1931		0
23/08/1931		11.4
24/08/1931		26.3
25/08/1931		0
26/08/1931		31.2
27/08/1931		0
28/08/1931		0
29/08/1931		0
30/08/1931		0
31/08/1931		33.4
01/09/1931		27.5
02/09/1931		58.4
03/09/1931		37.3
04/09/1931		23.3
05/09/1931		0
06/09/1931		0
07/09/1931		22.4
08/09/1931		0
09/09/1931		0
10/09/1931		0
11/09/1931		25.3
12/09/1931		28.2
13/09/1931		26.5
14/09/1931		15.3
15/09/1931		8.4
16/09/1931		0
17/09/1931		42.3
18/09/1931		39.2
19/09/1931		47.4
20/09/1931		7.3
21/09/1931		33.4
22/09/1931		0
23/09/1931		28.5
24/09/1931		19.3
25/09/1931		24.2
26/09/1931		0
27/09/1931		0
28/09/1931		0
29/09/1931		12.3
30/09/1931		26.2
01/10/1931		24.5
02/10/1931		37.3
03/10/1931		0
04/10/1931		0
05/10/1931		38.3
06/10/1931		23.4
07/10/1931		56.3
08/10/1931		0
09/10/1931		0
10/10/1931		0
11/10/1931		15.3
12/10/1931		48.4
13/10/1931		45.3
14/10/1931		17.5
15/10/1931		0
16/10/1931		0
17/10/1931		23.2
18/10/1931		29.4
19/10/1931		0
20/10/1931		0
21/10/1931		0
22/10/1931		0
23/10/1931		0
24/10/1931		11.3
25/10/1931		15.4
26/10/1931		0
27/10/1931		12.3
28/10/1931		7.2
29/10/1931		0
30/10/1931		11.4
31/10/1931		0
01/11/1931		0
02/11/1931		28.3
03/11/1931		17.4
04/11/1931		8.3
05/11/1931		12.2
06/11/1931		47.5
07/11/1931		0
08/11/1931		18.3
09/11/1931		21.2
10/11/1931		0
11/11/1931		0
12/11/1931		0
13/11/1931		0
14/11/1931		0
15/11/1931		0
16/11/1931		0
17/11/1931		0
18/11/1931		0
19/11/1931		0
20/11/1931		0
21/11/1931		32.4
22/11/1931		39.3
23/11/1931		0
24/11/1931		0
25/11/1931		46.5
26/11/1931		0
27/11/1931		0
28/11/1931		0
29/11/1931		35.4
30/11/1931		29.2
01/12/1931		7.3
02/12/1931		0
03/12/1931		28.3
04/12/1931		0
05/12/1931		0
06/12/1931		0
07/12/1931		0
08/12/1931		0
09/12/1931		0
10/12/1931		0
11/12/1931		0
12/12/1931		0
13/12/1931		0
14/12/1931		0
15/12/1931		0
16/12/1931		0
17/12/1931		0
18/12/1931		7.2
19/12/1931		0
20/12/1931		0
21/12/1931		0
22/12/1931		0
23/12/1931		0
24/12/1931		0
25/12/1931		0
26/12/1931		0
27/12/1931		0
28/12/1931		0
29/12/1931		16.3
30/12/1931		0
31/12/1931		5.3
01/01/1932		0
02/01/1932		0
03/01/1932		0
04/01/1932		0
05/01/1932		0
06/01/1932		0
07/01/1932		0
08/01/1932		0
09/01/1932		0
10/01/1932		0
11/01/1932		0
12/01/1932		0
13/01/1932		0
14/01/1932		0
15/01/1932		0
16/01/1932		0
17/01/1932		0
18/01/1932		0
19/01/1932		0
20/01/1932		0
21/01/1932		0
22/01/1932		0
23/01/1932		0
24/01/1932		0
25/01/1932		0
26/01/1932		0
27/01/1932		0
28/01/1932		0
29/01/1932		0
30/01/1932		0
31/01/1932		0
01/02/1932		0
02/02/1932		0
03/02/1932		0
04/02/1932		0
05/02/1932		0
06/02/1932		0
07/02/1932		0
08/02/1932		0
09/02/1932		0
10/02/1932		0
11/02/1932		0
12/02/1932		0
13/02/1932		0
14/02/1932		18.3
15/02/1932		0
16/02/1932		0
17/02/1932		0
18/02/1932		0
19/02/1932		0
20/02/1932		0
21/02/1932		0
22/02/1932		0
23/02/1932		0
24/02/1932		0
25/02/1932		0
26/02/1932		0
27/02/1932		0
28/02/1932		39.5
29/02/1932		0
01/03/1932		0
02/03/1932		0
03/03/1932		0
04/03/1932		0
05/03/1932		0
06/03/1932		0
07/03/1932		0
08/03/1932		27.4
09/03/1932		0
10/03/1932		0
11/03/1932		35.2
12/03/1932		0
13/03/1932		0
14/03/1932		0
15/03/1932		16
16/03/1932		0
17/03/1932		0
18/03/1932		0
19/03/1932		0
20/03/1932		0
21/03/1932		0
22/03/1932		0
23/03/1932		21.4
24/03/1932		11.3
25/03/1932		34.3
26/03/1932		15.4
27/03/1932		0
28/03/1932		0
29/03/1932		0
30/03/1932		0
31/03/1932		0
01/04/1932		24.2
02/04/1932		0
03/04/1932		0
04/04/1932		0
05/04/1932		20.3
06/04/1932		0
07/04/1932		25.4
08/04/1932		19.3
09/04/1932		27.4
10/04/1932		32.3
11/04/1932		0
12/04/1932		23.3
13/04/1932		0
14/04/1932		18.4
15/04/1932		25.2
16/04/1932		0
17/04/1932		32.5
18/04/1932		17.2
19/04/1932		0
20/04/1932		0
21/04/1932		0
22/04/1932		0
23/04/1932		0
24/04/1932		0
25/04/1932		28.3
26/04/1932		47.5
27/04/1932		34.4
28/04/1932		32.4
29/04/1932		55.3
30/04/1932		0
01/05/1932		0
02/05/1932		43.5
03/05/1932		21.3
04/05/1932		29.2
05/05/1932		43.4
06/05/1932		2.3
07/05/1932		15.4
08/05/1932		0
09/05/1932		0
10/05/1932		0
11/05/1932		0
12/05/1932		0
13/05/1932		0
14/05/1932		0
15/05/1932		20.2
16/05/1932		26.3
17/05/1932		11.4
18/05/1932		0
19/05/1932		15.3
20/05/1932		24.3
21/05/1932		62.2
22/05/1932		27.3
23/05/1932		0
24/05/1932		15.3
25/05/1932		54.2
26/05/1932		0
27/05/1932		0
28/05/1932		43.5
29/05/1932		42.3
30/05/1932		27.4
31/05/1932		0
01/06/1932		22.3
02/06/1932		0
03/06/1932		0
04/06/1932		14.3
05/06/1932		23.4
06/06/1932		0
07/06/1932		0
08/06/1932		0
09/06/1932		0
10/06/1932		0
11/06/1932		0
12/06/1932		28.3
13/06/1932		0
14/06/1932		0
15/06/1932		0
16/06/1932		21.2
17/06/1932		23.4
18/06/1932		14.3
19/06/1932		0
20/06/1932		0
21/06/1932		0
22/06/1932		0
23/06/1932		28.4
24/06/1932		17.3
25/06/1932		22.2
26/06/1932		23.5
27/06/1932		0
28/06/1932		0
29/06/1932		0
30/06/1932		19.3
01/07/1932		0
02/07/1932		0
03/07/1932		45.4
04/07/1932		14.5
05/07/1932		37.3
06/07/1932		25.4
07/07/1932		0
08/07/1932		22.3
09/07/1932		26.2
10/07/1932		38.5
11/07/1932		46.3
12/07/1932		28.4
13/07/1932		25.3
14/07/1932		15.2
15/07/1932		12.3
16/07/1932		15.5
17/07/1932		68.3
18/07/1932		42.3
19/07/1932		0
20/07/1932		35.4
21/07/1932		23.5
22/07/1932		0
23/07/1932		0
24/07/1932		36.3
25/07/1932		0
26/07/1932		29.4
27/07/1932		46.3
28/07/1932		0
29/07/1932		35.4
30/07/1932		22.3
31/07/1932		0
01/08/1932		28.3
02/08/1932		25.4
03/08/1932		0
04/08/1932		28.4
05/08/1932		17.3
06/08/1932		22.4
07/08/1932		28.3
08/08/1932		0
09/08/1932		32.5
10/08/1932		0
11/08/1932		0
12/08/1932		0
13/08/1932		17.4
14/08/1932		35.2
15/08/1932		53.4
16/08/1932		31.3
17/08/1932		0
18/08/1932		0
19/08/1932		37.4
20/08/1932		24.3
21/08/1932		33.5
22/08/1932		26.2
23/08/1932		15.4
24/08/1932		0
25/08/1932		48.3
26/08/1932		23.5
27/08/1932		32.3
28/08/1932		42.5
29/08/1932		17.2
30/08/1932		52.3
31/08/1932		0
01/09/1932		21.4
02/09/1932		11.3
03/09/1932		18.4
04/09/1932		0
05/09/1932		0
06/09/1932		0
07/09/1932		0
08/09/1932		14.3
09/09/1932		0
10/09/1932		17.5
11/09/1932		16.3
12/09/1932		42.4
13/09/1932		0
14/09/1932		45.3
15/09/1932		23.5
16/09/1932		0
17/09/1932		0
18/09/1932		0
19/09/1932		26.4
20/09/1932		0
21/09/1932		0
22/09/1932		0
23/09/1932		0
24/09/1932		30.3
25/09/1932		35.2
26/09/1932		11.3
27/09/1932		0
28/09/1932		21.4
29/09/1932		0
30/09/1932		25.3
01/10/1932		0
02/10/1932		0
03/10/1932		14.5
04/10/1932		45.7
05/10/1932		0
06/10/1932		8.2
07/10/1932		0
08/10/1932		3.4
09/10/1932		28.3
10/10/1932		20.4
11/10/1932		26.3
12/10/1932		7.4
13/10/1932		0
14/10/1932		38.5
15/10/1932		27.2
16/10/1932		19.3
17/10/1932		5.2
18/10/1932		21.3
19/10/1932		25.4
20/10/1932		11.5
21/10/1932		0
22/10/1932		0
23/10/1932		44.3
24/10/1932		42.5
25/10/1932		23.4
26/10/1932		0
27/10/1932		0
28/10/1932		0
29/10/1932		0
30/10/1932		0
31/10/1932		0
01/11/1932		0
02/11/1932		0
03/11/1932		7.3
04/11/1932		0
05/11/1932		0
06/11/1932		0
07/11/1932		0
08/11/1932		0
09/11/1932		0
10/11/1932		0
11/11/1932		8.2
12/11/1932		35.3
13/11/1932		27.4
14/11/1932		23.5
15/11/1932		0
16/11/1932		4.2
17/11/1932		11.3
18/11/1932		0
19/11/1932		0
20/11/1932		0
21/11/1932		6.3
22/11/1932		14.2
23/11/1932		0
24/11/1932		0
25/11/1932		0
26/11/1932		0
27/11/1932		0
28/11/1932		0
29/11/1932		0
30/11/1932		0
01/12/1932		0
02/12/1932		0
03/12/1932		0
04/12/1932		0
05/12/1932		0
06/12/1932		21.3
07/12/1932		0
08/12/1932		0
09/12/1932		0
10/12/1932		0
11/12/1932		0
12/12/1932		0
13/12/1932		0
14/12/1932		0
15/12/1932		0
16/12/1932		0
17/12/1932		0
18/12/1932		14.5
19/12/1932		0
20/12/1932		0
21/12/1932		0
22/12/1932		0
23/12/1932		0
24/12/1932		0
25/12/1932		0
26/12/1932		0
27/12/1932		0
28/12/1932		0
29/12/1932		0
30/12/1932		0
31/12/1932		8.3
01/01/1933		0
02/01/1933		0
03/01/1933		0
04/01/1933		0
05/01/1933		8.3
06/01/1933		0
07/01/1933		0
08/01/1933		0
09/01/1933		0
10/01/1933		0
11/01/1933		0
12/01/1933		0
13/01/1933		0
14/01/1933		0
15/01/1933		0
16/01/1933		11.2
17/01/1933		0
18/01/1933		0
19/01/1933		0
20/01/1933		0
21/01/1933		0
22/01/1933		0
23/01/1933		0
24/01/1933		0
25/01/1933		0
26/01/1933		0
27/01/1933		0
28/01/1933		0
29/01/1933		0
30/01/1933		0
31/01/1933		0
01/02/1933		0
02/02/1933		0
03/02/1933		0
04/02/1933		0
05/02/1933		0
06/02/1933		0
07/02/1933		0
08/02/1933		0
09/02/1933		0
10/02/1933		0
11/02/1933		0
12/02/1933		6.2
13/02/1933		0
14/02/1933		0
15/02/1933		4.3
16/02/1933		0
17/02/1933		0
18/02/1933		0
19/02/1933		0
20/02/1933		0
21/02/1933		0
22/02/1933		0
23/02/1933		0
24/02/1933		0
25/02/1933		0
26/02/1933		0
27/02/1933		0
28/02/1933		0
01/03/1933		0
02/03/1933		4.3
03/03/1933		5.2
04/03/1933		12.4
05/03/1933		0
06/03/1933		0
07/03/1933		0
08/03/1933		18.2
09/03/1933		0
10/03/1933		0
11/03/1933		0
12/03/1933		5.3
13/03/1933		4.2
14/03/1933		0
15/03/1933		17.4
16/03/1933		8.3
17/03/1933		22.3
18/03/1933		15.2
19/03/1933		0
20/03/1933		0
21/03/1933		0
22/03/1933		0
23/03/1933		16.4
24/03/1933		0
25/03/1933		0
26/03/1933		0
27/03/1933		0
28/03/1933		18.3
29/03/1933		0
30/03/1933		0
31/03/1933		21.4
01/04/1933		31.5
02/04/1933		14.3
03/04/1933		11.4
04/04/1933		0
05/04/1933		0
06/04/1933		12.3
07/04/1933		21.5
08/04/1933		0
09/04/1933		0
10/04/1933		0
11/04/1933		0
12/04/1933		0
13/04/1933		0
14/04/1933		0
15/04/1933		0
16/04/1933		0
17/04/1933		0
18/04/1933		0
19/04/1933		0
20/04/1933		17.3
21/04/1933		0
22/04/1933		0
23/04/1933		0
24/04/1933		0
25/04/1933		0
26/04/1933		25.4
27/04/1933		0
28/04/1933		10.5
29/04/1933		36.3
30/04/1933		0
01/05/1933		0
02/05/1933		0
03/05/1933		0
04/05/1933		3.2
05/05/1933		6.3
06/05/1933		15.4
07/05/1933		0
08/05/1933		0
09/05/1933		2.3
10/05/1933		0
11/05/1933		0
12/05/1933		23.2
13/05/1933		0
14/05/1933		0
15/05/1933		0
16/05/1933		0
17/05/1933		5.3
18/05/1933		11.5
19/05/1933		9.3
20/05/1933		0
21/05/1933		2.3
22/05/1933		35.3
23/05/1933		0
24/05/1933		20.4
25/05/1933		37.3
26/05/1933		16.4
27/05/1933		24.3
28/05/1933		2.5
29/05/1933		21.2
30/05/1933		12.3
31/05/1933		7.4
01/06/1933		18.3
02/06/1933		0.7
03/06/1933		7.4
04/06/1933		2.5
05/06/1933		14.3
06/06/1933		16.5
07/06/1933		78.4
08/06/1933		51.2
09/06/1933		3.5
10/06/1933		0
11/06/1933		0
12/06/1933		0
13/06/1933		7.3
14/06/1933		26.4
15/06/1933		7.5
16/06/1933		0
17/06/1933		0
18/06/1933		3.2
19/06/1933		5.3
20/06/1933		49.4
21/06/1933		4.3
22/06/1933		0
23/06/1933		0
24/06/1933		0
25/06/1933		11.2
26/06/1933		2.2
27/06/1933		0
28/06/1933		9.4
29/06/1933		32.3
30/06/1933		0
01/07/1933		0
02/07/1933		0
03/07/1933		44.5
04/07/1933		38.3
05/07/1933		0
06/07/1933		0
07/07/1933		0
08/07/1933		0
09/07/1933		4.2
10/07/1933		0
11/07/1933		35.3
12/07/1933		0
13/07/1933		0
14/07/1933		0
15/07/1933		0
16/07/1933		3.2
17/07/1933		8.3
18/07/1933		0
19/07/1933		0
20/07/1933		5.2
21/07/1933		0
22/07/1933		0
23/07/1933		0
24/07/1933		0
25/07/1933		0
26/07/1933		0
27/07/1933		0
28/07/1933		0
29/07/1933		11.3
30/07/1933		2.2
31/07/1933		0
01/08/1933		0
02/08/1933		8.2
03/08/1933		0
04/08/1933		10.3
05/08/1933		5.4
06/08/1933		9.5
07/08/1933		0
08/08/1933		6.3
09/08/1933		19.3
10/08/1933		0
11/08/1933		14.5
12/08/1933		5.3
13/08/1933		2.5
14/08/1933		0
15/08/1933		3.2
16/08/1933		0
17/08/1933		2.2
18/08/1933		1.3
19/08/1933		4.5
20/08/1933		5.2
21/08/1933		8.3
22/08/1933		15.4
23/08/1933		0
24/08/1933		42.3
25/08/1933		0
26/08/1933		5.2
27/08/1933		18.4
28/08/1933		0
29/08/1933		17.2
30/08/1933		2.3
31/08/1933		18.4
01/09/1933		0
02/09/1933		0
03/09/1933		1.4
04/09/1933		0
05/09/1933		22.3
06/09/1933		2.2
07/09/1933		0
08/09/1933		25.3
09/09/1933		28.2
10/09/1933		33.4
11/09/1933		3.5
12/09/1933		0
13/09/1933		0
14/09/1933		0
15/09/1933		45.3
16/09/1933		32.4
17/09/1933		4.2
18/09/1933		0
19/09/1933		15.3
20/09/1933		33.4
21/09/1933		0
22/09/1933		0
23/09/1933		0
24/09/1933		0
25/09/1933		4
26/09/1933		5.3
27/09/1933		0
28/09/1933		4.2
29/09/1933		43.3
30/09/1933		18.4
01/10/1933		47.3
02/10/1933		3.2
03/10/1933		0
04/10/1933		0
05/10/1933		0
06/10/1933		0
07/10/1933		0
08/10/1933		3.2
09/10/1933		7.2
10/10/1933		0
11/10/1933		2.3
12/10/1933		34.5
13/10/1933		0.8
14/10/1933		0
15/10/1933		5.4
16/10/1933		0
17/10/1933		0
18/10/1933		8.2
19/10/1933		0
20/10/1933		0
21/10/1933		0
22/10/1933		14.2
23/10/1933		0
24/10/1933		0
25/10/1933		0
26/10/1933		0
27/10/1933		0
28/10/1933		2.3
29/10/1933		4.2
30/10/1933		3.1
31/10/1933		2.3
01/11/1933		0
02/11/1933		0
03/11/1933		0
04/11/1933		0
05/11/1933		0
06/11/1933		0
07/11/1933		0
08/11/1933		0
09/11/1933		0
10/11/1933		0
11/11/1933		0
12/11/1933		12.3
13/11/1933		5.4
14/11/1933		2.3
15/11/1933		2.2
16/11/1933		27.3
17/11/1933		0
18/11/1933		0
19/11/1933		0
20/11/1933		0
21/11/1933		27.2
22/11/1933		0
23/11/1933		0
24/11/1933		0
25/11/1933		0
26/11/1933		0
27/11/1933		0
28/11/1933		0
29/11/1933		3.2
30/11/1933		0
01/12/1933		0
02/12/1933		0
03/12/1933		0
04/12/1933		0
05/12/1933		0
06/12/1933		0
07/12/1933		0
08/12/1933		0
09/12/1933		0
10/12/1933		0
11/12/1933		0
12/12/1933		0
13/12/1933		2.3
14/12/1933		0
15/12/1933		0
16/12/1933		0
17/12/1933		0
18/12/1933		0
19/12/1933		0
20/12/1933		0
21/12/1933		0
22/12/1933		0
23/12/1933		4.5
24/12/1933		0
25/12/1933		5.2
26/12/1933		3.4
27/12/1933		2.2
28/12/1933		4.2
29/12/1933		3.5
30/12/1933		0
31/12/1933		0
01/01/1934		0
02/01/1934		0
03/01/1934		7.4
04/01/1934		0
05/01/1934		4.3
06/01/1934		3.4
07/01/1934		0
08/01/1934		0
09/01/1934		2.2
10/01/1934		0
11/01/1934		3.4
12/01/1934		0
13/01/1934		0
14/01/1934		0
15/01/1934		0
16/01/1934		0
17/01/1934		0
18/01/1934		0
19/01/1934		0
20/01/1934		2.3
21/01/1934		0
22/01/1934		0
23/01/1934		0
24/01/1934		0
25/01/1934		0
26/01/1934		0
27/01/1934		2.4
28/01/1934		3.3
29/01/1934		3.2
30/01/1934		0
31/01/1934		0
01/02/1934		0
02/02/1934		5.3
03/02/1934		3.2
04/02/1934		2.2
05/02/1934		10.3
06/02/1934		3.4
07/02/1934		4.2
08/02/1934		0
09/02/1934		2.2
10/02/1934		3.2
11/02/1934		5.3
12/02/1934		0
13/02/1934		0
14/02/1934		0
15/02/1934		0
16/02/1934		2.1
17/02/1934		3.2
18/02/1934		0
19/02/1934		0
20/02/1934		2.2
21/02/1934		2.3
22/02/1934		1.1
23/02/1934		3.2
24/02/1934		0
25/02/1934		0
26/02/1934		0
27/02/1934		2.2
28/02/1934		0
01/03/1934		0
02/03/1934		0
03/03/1934		0
04/03/1934		0
05/03/1934		0
06/03/1934		0
07/03/1934		0
08/03/1934		0
09/03/1934		3.2
10/03/1934		2.2
11/03/1934		3.2
12/03/1934		11.4
13/03/1934		0
14/03/1934		2.2
15/03/1934		3.2
16/03/1934		0
17/03/1934		0
18/03/1934		0
19/03/1934		3.2
20/03/1934		0
21/03/1934		0
22/03/1934		0
23/03/1934		0
24/03/1934		0
25/03/1934		0
26/03/1934		0
27/03/1934		0
28/03/1934		6.3
29/03/1934		9.2
30/03/1934		7.4
31/03/1934		4.2
01/04/1934		11.3
02/04/1934		15.2
03/04/1934		17.3
04/04/1934		62.2
05/04/1934		6.4
06/04/1934		32.3
07/04/1934		44.2
08/04/1934		3.2
09/04/1934		4.2
10/04/1934		5.3
11/04/1934		3.1
12/04/1934		4.2
13/04/1934		0
14/04/1934		82.3
15/04/1934		0
16/04/1934		9.2
17/04/1934		46.4
18/04/1934		14.3
19/04/1934		0
20/04/1934		0
21/04/1934		0
22/04/1934		3.7
23/04/1934		0
24/04/1934		2.5
25/04/1934		0
26/04/1934		0
27/04/1934		3.2
28/04/1934		0
29/04/1934		0
30/04/1934		4.3
01/05/1934		0
02/05/1934		4.2
03/05/1934		56.5
04/05/1934		0
05/05/1934		9.3
06/05/1934		34.2
07/05/1934		4.5
08/05/1934		0
09/05/1934		69.4
10/05/1934		8.2
11/05/1934		10.3
12/05/1934		7.2
13/05/1934		9.3
14/05/1934		12.4
15/05/1934		0
16/05/1934		0
17/05/1934		7.3
18/05/1934		0
19/05/1934		4.5
20/05/1934		5.3
21/05/1934		6.4
22/05/1934		3.2
23/05/1934		19.3
24/05/1934		7.2
25/05/1934		4.3
26/05/1934		0
27/05/1934		0
28/05/1934		0
29/05/1934		0
30/05/1934		0
31/05/1934		3.3
01/06/1934		2.3
02/06/1934		2.1
03/06/1934		1.2
04/06/1934		62.4
05/06/1934		0
06/06/1934		0
07/06/1934		66.3
08/06/1934		2.4
09/06/1934		7.2
10/06/1934		0
11/06/1934		0
12/06/1934		0
13/06/1934		0
14/06/1934		0
15/06/1934		48.2
16/06/1934		0
17/06/1934		2.1
18/06/1934		58.3
19/06/1934		0
20/06/1934		39.4
21/06/1934		0
22/06/1934		34.2
23/06/1934		0
24/06/1934		31.2
25/06/1934		17.3
26/06/1934		14.2
27/06/1934		0
28/06/1934		0
29/06/1934		6.3
30/06/1934		0
01/07/1934		23.4
02/07/1934		28.3
03/07/1934		5.3
04/07/1934		3.4
05/07/1934		6.2
06/07/1934		65.3
07/07/1934		16.4
08/07/1934		29.2
09/07/1934		14.5
10/07/1934		0
11/07/1934		0
12/07/1934		0
13/07/1934		2.2
14/07/1934		0
15/07/1934		67.3
16/07/1934		3.2
17/07/1934		2.2
18/07/1934		9.4
19/07/1934		25
20/07/1934		1.3
21/07/1934		0
22/07/1934		0
23/07/1934		1.3
24/07/1934		52.3
25/07/1934		2.2
26/07/1934		7.4
27/07/1934		0
28/07/1934		0
29/07/1934		0
30/07/1934		2.3
31/07/1934		28.3
01/08/1934		1.3
02/08/1934		0
03/08/1934		0
04/08/1934		0
05/08/1934		0
06/08/1934		0
07/08/1934		0
08/08/1934		0
09/08/1934		17.3
10/08/1934		0
11/08/1934		0
12/08/1934		0
13/08/1934		7.4
14/08/1934		38.2
15/08/1934		2.3
16/08/1934		0
17/08/1934		1.4
18/08/1934		6.2
19/08/1934		26.3
20/08/1934		0
21/08/1934		0
22/08/1934		42.2
23/08/1934		0
24/08/1934		0
25/08/1934		0
26/08/1934		0
27/08/1934		0
28/08/1934		2.7
29/08/1934		2.3
30/08/1934		0
31/08/1934		0
01/09/1934		0
02/09/1934		2.3
03/09/1934		6.5
04/09/1934		3.2
05/09/1934		2.2
06/09/1934		28.3
07/09/1934		19.4
08/09/1934		0
09/09/1934		0
10/09/1934		3.2
11/09/1934		3.4
12/09/1934		0
13/09/1934		11.5
14/09/1934		0
15/09/1934		0
16/09/1934		30.3
17/09/1934		29.4
18/09/1934		0
19/09/1934		1.2
20/09/1934		0
21/09/1934		7.2
22/09/1934		0
23/09/1934		38.4
24/09/1934		27.3
25/09/1934		0
26/09/1934		37.5
27/09/1934		21.3
28/09/1934		26.2
29/09/1934		1.2
30/09/1934		28.3
01/10/1934		16.4
02/10/1934		0
03/10/1934		0
04/10/1934		2.5
05/10/1934		0
06/10/1934		0
07/10/1934		1.2
08/10/1934		7.3
09/10/1934		0
10/10/1934		0
11/10/1934		0
12/10/1934		0
13/10/1934		0
14/10/1934		0
15/10/1934		3.2
16/10/1934		27.3
17/10/1934		11.2
18/10/1934		7.4
19/10/1934		21.3
20/10/1934		15.3
21/10/1934		18.2
22/10/1934		12.7
23/10/1934		0
24/10/1934		0
25/10/1934		58.8
26/10/1934		3.4
27/10/1934		35.3
28/10/1934		27.5
29/10/1934		2.7
30/10/1934		0
31/10/1934		0
01/11/1934		28.3
02/11/1934		0
03/11/1934		9.2
04/11/1934		2.2
05/11/1934		0
06/11/1934		0
07/11/1934		34.3
08/11/1934		0
09/11/1934		3.2
10/11/1934		2.3
11/11/1934		2.4
12/11/1934		26.5
13/11/1934		4.2
14/11/1934		18.5
15/11/1934		0
16/11/1934		34.3
17/11/1934		49.5
18/11/1934		12.4
19/11/1934		0
20/11/1934		0
21/11/1934		0
22/11/1934		0
23/11/1934		0
24/11/1934		0
25/11/1934		0
26/11/1934		0
27/11/1934		0
28/11/1934		34.3
29/11/1934		31.5
30/11/1934		27.5
01/12/1934		1.2
02/12/1934		0
03/12/1934		0
